"komentar","cleaned_text","casefolded","tokens","normalized","stopword_removed","stemmed","cleaned","label"
"Paket dah sampai peking aman,hp lebih oke mantul dah bagus sesuai gak mengecewakan puas lah pokony.. . Buat toko sukses slalu,amanah Kurir ny oke ramah, Sori gak sempet poto barang ny soalny buru"" mau mudik rencana buat thr anak","Paket dah sampai peking aman hp lebih oke mantul dah bagus sesuai gak mengecewakan puas lah pokony Buat toko sukses slalu amanah Kurir ny oke ramah Sori gak sempet poto barang ny soalny buru mau mudik rencana buat thr anak","paket dah sampai peking aman hp lebih oke mantul dah bagus sesuai gak mengecewakan puas lah pokony buat toko sukses slalu amanah kurir ny oke ramah sori gak sempet poto barang ny soalny buru mau mudik rencana buat thr anak","['paket', 'dah', 'sampai', 'peking', 'aman', 'hp', 'lebih', 'oke', 'mantul', 'dah', 'bagus', 'sesuai', 'gak', 'mengecewakan', 'puas', 'lah', 'pokony', 'buat', 'toko', 'sukses', 'slalu', 'amanah', 'kurir', 'ny', 'oke', 'ramah', 'sori', 'gak', 'sempet', 'poto', 'barang', 'ny', 'soalny', 'buru', 'mau', 'mudik', 'rencana', 'buat', 'thr', 'anak']","['paket', 'dah', 'sampai', 'peking', 'aman', 'hp', 'lebih', 'oke', 'mantap betul', 'dah', 'bagus', 'sesuai', 'tidak', 'mengecewakan', 'puas', 'lah', 'pokony', 'buat', 'toko', 'sukses', 'slalu', 'amanah', 'kurir', 'nya', 'oke', 'ramah', 'sori', 'tidak', 'sempet', 'poto', 'barang', 'nya', 'soalny', 'buru', 'mau', 'mudik', 'rencana', 'buat', 'thr', 'anak']","['paket', 'dah', 'peking', 'aman', 'hp', 'oke', 'mantap betul', 'dah', 'bagus', 'sesuai', 'mengecewakan', 'puas', 'pokony', 'toko', 'sukses', 'slalu', 'amanah', 'kurir', 'oke', 'ramah', 'sori', 'sempet', 'poto', 'barang', 'soalny', 'buru', 'mudik', 'rencana', 'thr', 'anak']","['paket', 'dah', 'peking', 'aman', 'hp', 'oke', 'mantap betul', 'dah', 'bagus', 'sesuai', 'kecewa', 'puas', 'pokony', 'toko', 'sukses', 'slalu', 'amanah', 'kurir', 'oke', 'ramah', 'sori', 'sempet', 'poto', 'barang', 'soalny', 'buru', 'mudik', 'rencana', 'thr', 'anak']","paket dah peking aman hp oke mantap betul dah bagus sesuai kecewa puas pokony toko sukses slalu amanah kurir oke ramah sori sempet poto barang soalny buru mudik rencana thr anak",""
"Allhamdulilah kedua kali.ea beli d.toko nhi toko.ea amanah TPI sayang d.cas.ea lama kurir.ea ramah","Allhamdulilah kedua kali ea beli d toko nhi toko ea amanah TPI sayang d cas ea lama kurir ea ramah","allhamdulilah kedua kali ea beli d toko nhi toko ea amanah tpi sayang d cas ea lama kurir ea ramah","['allhamdulilah', 'kedua', 'kali', 'ea', 'beli', 'd', 'toko', 'nhi', 'toko', 'ea', 'amanah', 'tpi', 'sayang', 'd', 'cas', 'ea', 'lama', 'kurir', 'ea', 'ramah']","['allhamdulilah', 'kedua', 'kali', 'ea', 'beli', 'd', 'toko', 'nhi', 'toko', 'ea', 'amanah', 'tpi', 'sayang', 'd', 'cas', 'ea', 'lama', 'kurir', 'ea', 'ramah']","['allhamdulilah', 'ea', 'beli', 'toko', 'nhi', 'toko', 'ea', 'amanah', 'tpi', 'sayang', 'cas', 'ea', 'kurir', 'ea', 'ramah']","['allhamdulilah', 'ea', 'beli', 'toko', 'nhi', 'toko', 'ea', 'amanah', 'tpi', 'sayang', 'cas', 'ea', 'kurir', 'ea', 'ramah']","allhamdulilah ea beli toko nhi toko ea amanah tpi sayang cas ea kurir ea ramah",""
"Barang nya 👍🏻👍🏻👍🏻👍🏻 toko nya amanah, ,, sukses sllu , HP vivo nya bgus asli yuk jgn tkut beli di toko ini karena amanah ya 👍🏻 ❤ maaf tdk smpt d fto sking senang nya anak gadis ku 😘","Barang nya toko nya amanah sukses sllu HP vivo nya bgus asli yuk jgn tkut beli di toko ini karena amanah ya maaf tdk smpt d fto sking senang nya anak gadis ku","barang nya toko nya amanah sukses sllu hp vivo nya bgus asli yuk jgn tkut beli di toko ini karena amanah ya maaf tdk smpt d fto sking senang nya anak gadis ku","['barang', 'nya', 'toko', 'nya', 'amanah', 'sukses', 'sllu', 'hp', 'vivo', 'nya', 'bgus', 'asli', 'yuk', 'jgn', 'tkut', 'beli', 'di', 'toko', 'ini', 'karena', 'amanah', 'ya', 'maaf', 'tdk', 'smpt', 'd', 'fto', 'sking', 'senang', 'nya', 'anak', 'gadis', 'ku']","['barang', 'nya', 'toko', 'nya', 'amanah', 'sukses', 'sllu', 'hp', 'vivo', 'nya', 'bgus', 'asli', 'yuk', 'jgn', 'tkut', 'beli', 'di', 'toko', 'ini', 'karena', 'amanah', 'ya', 'maaf', 'tdk', 'smpt', 'd', 'fto', 'sking', 'senang', 'nya', 'anak', 'gadis', 'ku']","['barang', 'toko', 'amanah', 'sukses', 'sllu', 'hp', 'vivo', 'bgus', 'asli', 'yuk', 'jgn', 'tkut', 'beli', 'toko', 'amanah', 'maaf', 'tdk', 'smpt', 'fto', 'sking', 'senang', 'anak', 'gadis', 'ku']","['barang', 'toko', 'amanah', 'sukses', 'sllu', 'hp', 'vivo', 'bgus', 'asli', 'yuk', 'jgn', 'tkut', 'beli', 'toko', 'amanah', 'maaf', 'tdk', 'smpt', 'fto', 'sking', 'senang', 'anak', 'gadis', 'ku']","barang toko amanah sukses sllu hp vivo bgus asli yuk jgn tkut beli toko amanah maaf tdk smpt fto sking senang anak gadis ku",""
"Semoga HP ya bisa awet kedua kalinya saya beli alhamdulillah bagus.","Semoga HP ya bisa awet kedua kalinya saya beli alhamdulillah bagus","semoga hp ya bisa awet kedua kalinya saya beli alhamdulillah bagus","['semoga', 'hp', 'ya', 'bisa', 'awet', 'kedua', 'kalinya', 'saya', 'beli', 'alhamdulillah', 'bagus']","['semoga', 'hp', 'ya', 'bisa', 'awet', 'kedua', 'kalinya', 'saya', 'beli', 'alhamdulillah', 'bagus']","['semoga', 'hp', 'awet', 'kalinya', 'beli', 'alhamdulillah', 'bagus']","['moga', 'hp', 'awet', 'kali', 'beli', 'alhamdulillah', 'bagus']","moga hp awet kali beli alhamdulillah bagus",""
"Alhamdulillah barang nya bagus cuman lupa di video...","Alhamdulillah barang nya bagus cuman lupa di video","alhamdulillah barang nya bagus cuman lupa di video","['alhamdulillah', 'barang', 'nya', 'bagus', 'cuman', 'lupa', 'di', 'video']","['alhamdulillah', 'barang', 'nya', 'bagus', 'cuman', 'lupa', 'di', 'video']","['alhamdulillah', 'barang', 'bagus', 'cuman', 'lupa', 'video']","['alhamdulillah', 'barang', 'bagus', 'cuman', 'lupa', 'video']","alhamdulillah barang bagus cuman lupa video",""
"Pengiriman cepat BRG sesuai awalnya takut ragu2 mw beli hp di online tuh tkt penipuan tp Alhamdulillah BRG real tp blm dicoba dlmnya SMG aman TDK ada kendala","Pengiriman cepat BRG sesuai awalnya takut ragu2 mw beli hp di online tuh tkt penipuan tp Alhamdulillah BRG real tp blm dicoba dlmnya SMG aman TDK ada kendala","pengiriman cepat brg sesuai awalnya takut ragu2 mw beli hp di online tuh tkt penipuan tp alhamdulillah brg real tp blm dicoba dlmnya smg aman tdk ada kendala","['pengiriman', 'cepat', 'brg', 'sesuai', 'awalnya', 'takut', 'ragu2', 'mw', 'beli', 'hp', 'di', 'online', 'tuh', 'tkt', 'penipuan', 'tp', 'alhamdulillah', 'brg', 'real', 'tp', 'blm', 'dicoba', 'dlmnya', 'smg', 'aman', 'tdk', 'ada', 'kendala']","['pengiriman', 'cepat', 'barang', 'sesuai', 'awalnya', 'takut', 'ragu2', 'mw', 'beli', 'hp', 'di', 'online', 'tuh', 'tkt', 'penipuan', 'tapi', 'alhamdulillah', 'barang', 'real', 'tapi', 'belum', 'dicoba', 'dlmnya', 'smg', 'aman', 'tdk', 'ada', 'kendala']","['pengiriman', 'cepat', 'barang', 'sesuai', 'takut', 'ragu2', 'mw', 'beli', 'hp', 'online', 'tuh', 'tkt', 'penipuan', 'alhamdulillah', 'barang', 'real', 'dicoba', 'dlmnya', 'smg', 'aman', 'tdk', 'kendala']","['kirim', 'cepat', 'barang', 'sesuai', 'takut', 'ragu2', 'mw', 'beli', 'hp', 'online', 'tuh', 'tkt', 'tipu', 'alhamdulillah', 'barang', 'real', 'coba', 'dlmnya', 'smg', 'aman', 'tdk', 'kendala']","kirim cepat barang sesuai takut ragu2 mw beli hp online tuh tkt tipu alhamdulillah barang real coba dlmnya smg aman tdk kendala",""
"bagus banget,,aku suka banget","bagus banget aku suka banget","bagus banget aku suka banget","['bagus', 'banget', 'aku', 'suka', 'banget']","['bagus', 'banget', 'aku', 'suka', 'banget']","['bagus', 'banget', 'suka', 'banget']","['bagus', 'banget', 'suka', 'banget']","bagus banget suka banget",""
"Barang telah di terima, udah request warna pink bahkan di catatan tapi dikirim warna biru, untung customer mau","Barang telah di terima udah request warna pink bahkan di catatan tapi dikirim warna biru untung customer mau","barang telah di terima udah request warna pink bahkan di catatan tapi dikirim warna biru untung customer mau","['barang', 'telah', 'di', 'terima', 'udah', 'request', 'warna', 'pink', 'bahkan', 'di', 'catatan', 'tapi', 'dikirim', 'warna', 'biru', 'untung', 'customer', 'mau']","['barang', 'telah', 'di', 'terima', 'udah', 'request', 'warna', 'pink', 'bahkan', 'di', 'catatan', 'tapi', 'dikirim', 'warna', 'biru', 'untung', 'customer', 'mau']","['barang', 'terima', 'udah', 'request', 'warna', 'pink', 'catatan', 'dikirim', 'warna', 'biru', 'untung', 'customer']","['barang', 'terima', 'udah', 'request', 'warna', 'pink', 'catat', 'kirim', 'warna', 'biru', 'untung', 'customer']","barang terima udah request warna pink catat kirim warna biru untung customer",""
"Kualitas brg best, packingan sangat aman krena sdh dlapisi bubble wrap yg sngt amn dan jg sdh d vacum jg jd brg smpai psti aman. Jangan ragu beli di toko ini, Recommended pokoknya . tokonya amanah","Kualitas brg best packingan sangat aman krena sdh dlapisi bubble wrap yg sngt amn dan jg sdh d vacum jg jd brg smpai psti aman Jangan ragu beli di toko ini Recommended pokoknya tokonya amanah","kualitas brg best packingan sangat aman krena sdh dlapisi bubble wrap yg sngt amn dan jg sdh d vacum jg jd brg smpai psti aman jangan ragu beli di toko ini recommended pokoknya tokonya amanah","['kualitas', 'brg', 'best', 'packingan', 'sangat', 'aman', 'krena', 'sdh', 'dlapisi', 'bubble', 'wrap', 'yg', 'sngt', 'amn', 'dan', 'jg', 'sdh', 'd', 'vacum', 'jg', 'jd', 'brg', 'smpai', 'psti', 'aman', 'jangan', 'ragu', 'beli', 'di', 'toko', 'ini', 'recommended', 'pokoknya', 'tokonya', 'amanah']","['kualitas', 'barang', 'best', 'packingan', 'sangat', 'aman', 'krena', 'sudah', 'dlapisi', 'bubble', 'wrap', 'yang', 'sngt', 'amn', 'dan', 'jg', 'sudah', 'd', 'vacum', 'jg', 'jd', 'barang', 'smpai', 'psti', 'aman', 'jangan', 'ragu', 'beli', 'di', 'toko', 'ini', 'recommended', 'pokoknya', 'tokonya', 'amanah']","['kualitas', 'barang', 'best', 'packingan', 'aman', 'krena', 'dlapisi', 'bubble', 'wrap', 'sngt', 'amn', 'jg', 'vacum', 'jg', 'jd', 'barang', 'smpai', 'psti', 'aman', 'ragu', 'beli', 'toko', 'recommended', 'pokoknya', 'tokonya', 'amanah']","['kualitas', 'barang', 'best', 'packingan', 'aman', 'krena', 'dlapisi', 'bubble', 'wrap', 'sngt', 'amn', 'jg', 'vacum', 'jg', 'jd', 'barang', 'smpai', 'psti', 'aman', 'ragu', 'beli', 'toko', 'recommended', 'pokok', 'toko', 'amanah']","kualitas barang best packingan aman krena dlapisi bubble wrap sngt amn jg vacum jg jd barang smpai psti aman ragu beli toko recommended pokok toko amanah",""
"Barang sudah sampe, dan real pict ya... Nyala jg semoga awet dan bisa lama pemakaiannya","Barang sudah sampe dan real pict ya Nyala jg semoga awet dan bisa lama pemakaiannya","barang sudah sampe dan real pict ya nyala jg semoga awet dan bisa lama pemakaiannya","['barang', 'sudah', 'sampe', 'dan', 'real', 'pict', 'ya', 'nyala', 'jg', 'semoga', 'awet', 'dan', 'bisa', 'lama', 'pemakaiannya']","['barang', 'sudah', 'sampe', 'dan', 'real', 'pict', 'ya', 'nyala', 'jg', 'semoga', 'awet', 'dan', 'bisa', 'lama', 'pemakaiannya']","['barang', 'sampe', 'real', 'pict', 'nyala', 'jg', 'semoga', 'awet', 'pemakaiannya']","['barang', 'sampe', 'real', 'pict', 'nyala', 'jg', 'moga', 'awet', 'pakai']","barang sampe real pict nyala jg moga awet pakai",""
"Reel barangnya sesuai tidak mengecewakan suka banget Maaf gak ada foto","Reel barangnya sesuai tidak mengecewakan suka banget Maaf gak ada foto","reel barangnya sesuai tidak mengecewakan suka banget maaf gak ada foto","['reel', 'barangnya', 'sesuai', 'tidak', 'mengecewakan', 'suka', 'banget', 'maaf', 'gak', 'ada', 'foto']","['reel', 'barangnya', 'sesuai', 'tidak', 'mengecewakan', 'suka', 'banget', 'maaf', 'tidak', 'ada', 'foto']","['reel', 'barangnya', 'sesuai', 'mengecewakan', 'suka', 'banget', 'maaf', 'foto']","['reel', 'barang', 'sesuai', 'kecewa', 'suka', 'banget', 'maaf', 'foto']","reel barang sesuai kecewa suka banget maaf foto",""
"Puas dengan produk nya, dan pengiriman barang cepat","Puas dengan produk nya dan pengiriman barang cepat","puas dengan produk nya dan pengiriman barang cepat","['puas', 'dengan', 'produk', 'nya', 'dan', 'pengiriman', 'barang', 'cepat']","['puas', 'dengan', 'produk', 'nya', 'dan', 'pengiriman', 'barang', 'cepat']","['puas', 'produk', 'pengiriman', 'barang', 'cepat']","['puas', 'produk', 'kirim', 'barang', 'cepat']","puas produk kirim barang cepat",""
"paketnya sudah sampai. Sesuai dengan pesanan. Pokoknya suka","paketnya sudah sampai Sesuai dengan pesanan Pokoknya suka","paketnya sudah sampai sesuai dengan pesanan pokoknya suka","['paketnya', 'sudah', 'sampai', 'sesuai', 'dengan', 'pesanan', 'pokoknya', 'suka']","['paketnya', 'sudah', 'sampai', 'sesuai', 'dengan', 'pesanan', 'pokoknya', 'suka']","['paketnya', 'sesuai', 'pesanan', 'pokoknya', 'suka']","['paket', 'sesuai', 'pesan', 'pokok', 'suka']","paket sesuai pesan pokok suka",""
"Pojoksatu mantul banget terimakasih kk","Pojoksatu mantul banget terimakasih kk","pojoksatu mantul banget terimakasih kk","['pojoksatu', 'mantul', 'banget', 'terimakasih', 'kk']","['pojoksatu', 'mantap betul', 'banget', 'terimakasih', 'kk']","['pojoksatu', 'mantap betul', 'banget', 'terimakasih', 'kk']","['pojoksatu', 'mantap betul', 'banget', 'terimakasih', 'kk']","pojoksatu mantap betul banget terimakasih kk",""
"Keran mulus hp nya baru semoga awet dan tokoh nya selalu amanah🥰","Keran mulus hp nya baru semoga awet dan tokoh nya selalu amanah","keran mulus hp nya baru semoga awet dan tokoh nya selalu amanah","['keran', 'mulus', 'hp', 'nya', 'baru', 'semoga', 'awet', 'dan', 'tokoh', 'nya', 'selalu', 'amanah']","['keran', 'mulus', 'hp', 'nya', 'baru', 'semoga', 'awet', 'dan', 'tokoh', 'nya', 'selalu', 'amanah']","['keran', 'mulus', 'hp', 'semoga', 'awet', 'tokoh', 'amanah']","['keran', 'mulus', 'hp', 'moga', 'awet', 'tokoh', 'amanah']","keran mulus hp moga awet tokoh amanah",""
"Bagus bgt kk pesen pink. Tp datang biru . Tp GK GPP yg penting bagus Kejernihan lensa: Bagus Kualitas pengerjaan: Gampang Performa sistem: Sngt bagus","Bagus bgt kk pesen pink Tp datang biru Tp GK GPP yg penting bagus Kejernihan lensa Bagus Kualitas pengerjaan Gampang Performa sistem Sngt bagus","bagus bgt kk pesen pink tp datang biru tp gk gpp yg penting bagus kejernihan lensa bagus kualitas pengerjaan gampang performa sistem sngt bagus","['bagus', 'bgt', 'kk', 'pesen', 'pink', 'tp', 'datang', 'biru', 'tp', 'gk', 'gpp', 'yg', 'penting', 'bagus', 'kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'gampang', 'performa', 'sistem', 'sngt', 'bagus']","['bagus', 'banget', 'kk', 'pesen', 'pink', 'tapi', 'datang', 'biru', 'tapi', 'tidak', 'gpp', 'yang', 'penting', 'bagus', 'kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'gampang', 'performa', 'sistem', 'sngt', 'bagus']","['bagus', 'banget', 'kk', 'pesen', 'pink', 'biru', 'gpp', 'bagus', 'kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'gampang', 'performa', 'sistem', 'sngt', 'bagus']","['bagus', 'banget', 'kk', 'sen', 'pink', 'biru', 'gpp', 'bagus', 'jernih', 'lensa', 'bagus', 'kualitas', 'kerja', 'gampang', 'performa', 'sistem', 'sngt', 'bagus']","bagus banget kk sen pink biru gpp bagus jernih lensa bagus kualitas kerja gampang performa sistem sngt bagus",""
"Rekomendasi banget...tokonya amanah ..barang bagus Ga nyesel dngn harga segitu","Rekomendasi banget tokonya amanah barang bagus Ga nyesel dngn harga segitu","rekomendasi banget tokonya amanah barang bagus ga nyesel dngn harga segitu","['rekomendasi', 'banget', 'tokonya', 'amanah', 'barang', 'bagus', 'ga', 'nyesel', 'dngn', 'harga', 'segitu']","['rekomendasi', 'banget', 'tokonya', 'amanah', 'barang', 'bagus', 'tidak', 'nyesel', 'dngn', 'harga', 'segitu']","['rekomendasi', 'banget', 'tokonya', 'amanah', 'barang', 'bagus', 'nyesel', 'dngn', 'harga', 'segitu']","['rekomendasi', 'banget', 'toko', 'amanah', 'barang', 'bagus', 'nyesel', 'dngn', 'harga', 'segitu']","rekomendasi banget toko amanah barang bagus nyesel dngn harga segitu",""
"Amanah tokonya jgn ragu beli hp di toko ne.. Alhamdulillah brngnya ORI🫰😘","Amanah tokonya jgn ragu beli hp di toko ne Alhamdulillah brngnya ORI","amanah tokonya jgn ragu beli hp di toko ne alhamdulillah brngnya ori","['amanah', 'tokonya', 'jgn', 'ragu', 'beli', 'hp', 'di', 'toko', 'ne', 'alhamdulillah', 'brngnya', 'ori']","['amanah', 'tokonya', 'jgn', 'ragu', 'beli', 'hp', 'di', 'toko', 'ne', 'alhamdulillah', 'brngnya', 'ori']","['amanah', 'tokonya', 'jgn', 'ragu', 'beli', 'hp', 'toko', 'ne', 'alhamdulillah', 'brngnya', 'ori']","['amanah', 'toko', 'jgn', 'ragu', 'beli', 'hp', 'toko', 'ne', 'alhamdulillah', 'brngnya', 'ori']","amanah toko jgn ragu beli hp toko ne alhamdulillah brngnya ori",""
"Pemgrimannya Keren bublenya itu loh safety banget","Pemgrimannya Keren bublenya itu loh safety banget","pemgrimannya keren bublenya itu loh safety banget","['pemgrimannya', 'keren', 'bublenya', 'itu', 'loh', 'safety', 'banget']","['pemgrimannya', 'keren', 'bublenya', 'itu', 'loh', 'safety', 'banget']","['pemgrimannya', 'keren', 'bublenya', 'loh', 'safety', 'banget']","['pemgrimannya', 'keren', 'bublenya', 'loh', 'safety', 'banget']","pemgrimannya keren bublenya loh safety banget",""
"Barang yang diterima bagus dan sesuai dengan pesanan, tidak diragukan lagi pesan di toko ini","Barang yang diterima bagus dan sesuai dengan pesanan tidak diragukan lagi pesan di toko ini","barang yang diterima bagus dan sesuai dengan pesanan tidak diragukan lagi pesan di toko ini","['barang', 'yang', 'diterima', 'bagus', 'dan', 'sesuai', 'dengan', 'pesanan', 'tidak', 'diragukan', 'lagi', 'pesan', 'di', 'toko', 'ini']","['barang', 'yang', 'diterima', 'bagus', 'dan', 'sesuai', 'dengan', 'pesanan', 'tidak', 'diragukan', 'lagi', 'pesan', 'di', 'toko', 'ini']","['barang', 'diterima', 'bagus', 'sesuai', 'pesanan', 'diragukan', 'pesan', 'toko']","['barang', 'terima', 'bagus', 'sesuai', 'pesan', 'ragu', 'pesan', 'toko']","barang terima bagus sesuai pesan ragu pesan toko",""
"Kalian bakalan nyesal kalo tidak belanja di toko ini, karna pelayanan nya itu sangat"" amanah.","Kalian bakalan nyesal kalo tidak belanja di toko ini karna pelayanan nya itu sangat amanah","kalian bakalan nyesal kalo tidak belanja di toko ini karna pelayanan nya itu sangat amanah","['kalian', 'bakalan', 'nyesal', 'kalo', 'tidak', 'belanja', 'di', 'toko', 'ini', 'karna', 'pelayanan', 'nya', 'itu', 'sangat', 'amanah']","['kalian', 'bakalan', 'nyesal', 'kalo', 'tidak', 'belanja', 'di', 'toko', 'ini', 'karna', 'pelayanan', 'nya', 'itu', 'sangat', 'amanah']","['nyesal', 'kalo', 'belanja', 'toko', 'karna', 'pelayanan', 'amanah']","['nyesal', 'kalo', 'belanja', 'toko', 'karna', 'layan', 'amanah']","nyesal kalo belanja toko karna layan amanah",""
"Barang sesuai dengan pesanan, Tertata rapi.. Tiba di tuban jatim 3 hari, Aku kasih bintang 5","Barang sesuai dengan pesanan Tertata rapi Tiba di tuban jatim 3 hari Aku kasih bintang 5","barang sesuai dengan pesanan tertata rapi tiba di tuban jatim 3 hari aku kasih bintang 5","['barang', 'sesuai', 'dengan', 'pesanan', 'tertata', 'rapi', 'tiba', 'di', 'tuban', 'jatim', '3', 'hari', 'aku', 'kasih', 'bintang', '5']","['barang', 'sesuai', 'dengan', 'pesanan', 'tertata', 'rapi', 'tiba', 'di', 'tuban', 'jatim', '3', 'hari', 'aku', 'kasih', 'bintang', '5']","['barang', 'sesuai', 'pesanan', 'tertata', 'rapi', 'tuban', 'jatim', '3', 'kasih', 'bintang', '5']","['barang', 'sesuai', 'pesan', 'tata', 'rapi', 'tuban', 'jatim', '3', 'kasih', 'bintang', '5']","barang sesuai pesan tata rapi tuban jatim 3 kasih bintang 5",""
"Mksih hp nya bagus bgt. Bln depan mau order lgi. Semoga sukses trus. Amin. .","Mksih hp nya bagus bgt Bln depan mau order lgi Semoga sukses trus Amin","mksih hp nya bagus bgt bln depan mau order lgi semoga sukses trus amin","['mksih', 'hp', 'nya', 'bagus', 'bgt', 'bln', 'depan', 'mau', 'order', 'lgi', 'semoga', 'sukses', 'trus', 'amin']","['mksih', 'hp', 'nya', 'bagus', 'banget', 'bln', 'depan', 'mau', 'order', 'lgi', 'semoga', 'sukses', 'trus', 'amin']","['mksih', 'hp', 'bagus', 'banget', 'bln', 'order', 'lgi', 'semoga', 'sukses', 'trus', 'amin']","['mksih', 'hp', 'bagus', 'banget', 'bln', 'order', 'lgi', 'moga', 'sukses', 'trus', 'amin']","mksih hp bagus banget bln order lgi moga sukses trus amin",""
"Barang datang dengan mulaus,, tpi minusnya imeiny tidak terdeteksi,, apakah aman?","Barang datang dengan mulaus tpi minusnya imeiny tidak terdeteksi apakah aman","barang datang dengan mulaus tpi minusnya imeiny tidak terdeteksi apakah aman","['barang', 'datang', 'dengan', 'mulaus', 'tpi', 'minusnya', 'imeiny', 'tidak', 'terdeteksi', 'apakah', 'aman']","['barang', 'datang', 'dengan', 'mulaus', 'tpi', 'minusnya', 'imeiny', 'tidak', 'terdeteksi', 'apakah', 'aman']","['barang', 'mulaus', 'tpi', 'minusnya', 'imeiny', 'terdeteksi', 'aman']","['barang', 'mulaus', 'tpi', 'minus', 'imeiny', 'deteksi', 'aman']","barang mulaus tpi minus imeiny deteksi aman",""
